"","chromosome","genesymbol","position","clustersize"
"20004","chr1","SUMO1P3",160317787,10
"20012","chr1","NCSTN",160358931,1
"20013","chr1",NA,160641493,1
"20014","chr1","SLAMF7",160753973,1
"20015","chr1","SLAMF7",160753646,1
"20016","chr1","SLAMF7",160809637,1
"20017","chr1","LY9",160828250,9
"20018","chr1","LY9",160816116,1
"20023","chr1",NA,160836250,1
"20024","chr1","LOC646347",160895214,1
"20025","chr1",NA,160911621,1
"20026","chr1",NA,161133401,1
"20027","chr1","UFC1",161158832,23
"20031","chr1","UFC1",161158485,1
"20032","chr1","NDUFS2",161214381,9
"20034","chr1","FCER1G",161219228,5
"20035","chr1","SDHC",161363173,444
"20135","chr1","LOC148430",161407120,26
"20141","chr1","ATF6",161959012,3
"20142","chr1","HSD17B7",162792943,1
"20143","chr1",NA,163007569,1
"20144","chr1",NA,163270374,1
"20145","chr1","NUF2",163355738,1
"20146","chr1","HMGB3P6",164358231,11
"20147","chr1","HMGB3P6",164357370,131
"20156","chr1","HMGB3P6",164356945,17
"20167","chr1",NA,164358231,11
"20168","chr1","MGST3",165655555,10
"20170","chr1","MGST3",165655607,9
"20172","chr1","RPL4P2",166747729,1
"20173","chr1","RPL4P2",166748782,2
"20174","chr1","RCSD1",167643158,1
"20175","chr1","RCSD1",167708684,1
"20176","chr1","DCAF6",168002841,1
"20177","chr1","TIPRL",168200195,25
"20178","chr1","TIPRL",168192398,5
"20181","chr1","TIPRL",168199962,2
"20183","chr1","RPL34P1",168211306,15
"20185","chr1","RPL34P1",168210978,17
"20193","chr1","XCL1",168581399,24
"20195","chr1","XCL1",168581352,15
"20201","chr1","XCL1",168582667,1
"20210","chr1","LOC107985745",169688610,2
"20211","chr1","LOC107985745",169688680,1
"20212","chr1",NA,169725414,1
"20213","chr1","FIRRM",169853071,2
"20214","chr1","FMO4",171341146,1
"20215","chr1",NA,171670588,7
"20217","chr1",NA,171670652,5
"20218","chr1","PRDX6",173487988,15
"20219","chr1","PRDX6",173488036,1
"20220","chr1","PRDX6",173487944,2
"20221","chr1","PRDX6",173607553,1
"20222","chr1","PRDX6",173486381,2
"20223","chr1","KLHL20",173741990,119
"20259","chr1","RABGAP1L",174241626,1
"20260","chr1","RABGAP1L",174958189,2
"20262","chr1","RABGAP1L",174959597,1
"20263","chr1","RABGAP1L",174991816,1
"20264","chr1","RABGAP1L",174992018,2
"20265","chr1","RABGAP1L",174994213,1
"20266","chr1","CACYBP",175010382,39
"20267","chr1","CACYBP",175010332,10
"20268","chr1","CACYBP",175010278,42
"20271","chr1","CACYBP",175010245,21
"20278","chr1","RPS29P5",175922219,505
"20293","chr1","RPS29P5",175922135,8
"20335","chr1","RPS29P5",175922066,2
"20336","chr1","RPS29P5",175930644,2
"20356","chr1","RPS29P5",175953780,1
"20421","chr1","RASAL2",178412075,1
"20422","chr1","TOR3A",179095984,2
"20423","chr1","EIF4A1P11",179202105,1
"20424","chr1",NA,179863248,1
"20425","chr1","VDAC1P4",180436819,6
"20426","chr1","IER5",181090217,2
"20428","chr1","DHX9",182887728,5
"20429","chr1","SMG7",183527097,1
"20430","chr1","RNF2",185100376,1
"20431","chr1","RNF2",185101046,2
"20432","chr1","RGS1",192580022,101
"20433","chr1","RGS1",192579944,11
"20449","chr1","RPS27AP5",192716645,605
"20451","chr1","RPS27AP5",192716481,2
"20453","chr1","RPS27AP5",192716270,17
"20454","chr1","RPS27AP5",192716347,16
"20459","chr1","RPS27AP5",192716712,77
"20467","chr1","RPS27AP5",192716547,9
"20479","chr1","RPS27AP5",192748927,1
"20487","chr1","RPS27AP5",192721033,10
"20498","chr1","RPS27AP5",192725165,1
"20515","chr1","RPS27AP5",192755057,8
"20598","chr1","RPS27AP5",192727497,1
"20602","chr1","RPS27AP5",192726857,1
"20614","chr1","RPL24P5",197736128,11
"20615","chr1",NA,198558223,1
"20616","chr1","PTPRC",198639290,1
"20617","chr1","PTPRC",198655107,6
"20618","chr1","PTPRC",198654083,5
"20619","chr1","PTPRC",198706772,1
"20621","chr1","PTPRC",198710878,1
"20622","chr1","PTPRC",198756650,12
"20623","chr1","PTPRC",198757185,5
"20625","chr1","PTPRC",198757269,5
"20629","chr1","RPL34P6",200864162,183
"20659","chr1","RPL34P6",200864049,1
"20676","chr1","CSRP1-AS1",201520470,2
"20677","chr1","IPO9",201876443,1
"20678","chr1","TIMM17A",201970325,14
"20682","chr1",NA,202009640,1
"20683","chr1",NA,202889667,1
"20684","chr1",NA,202927536,2
"20685","chr1","TMEM183A",203023384,3
"20687","chr1",NA,203275130,1
"20688","chr1","SNRPE",203865099,4
"20689","chr1","SNRPE",203870100,324
"20690","chr1","SNRPE",203869949,3
"20696","chr1","SNRPE",203870067,36
"20722","chr1","SNRPE",203870031,7
"20728","chr1",NA,204382315,3
"20729","chr1","TRK-TTT3-1",204506692,3
"20730","chr1","TRK-TTT3-1",204506761,5
"20733","chr1","SNRPGP10",205351587,153
"20734","chr1","SNRPGP10",205351477,18
"20737","chr1","SNRPGP10",205393873,25
"20755","chr1","SRGAP2",206287524,1
"20756","chr1","IKBKE",206504311,1
"20757","chr1","RASSF5",206543238,2
"20759","chr1","IL19",206817298,1
"20760","chr1",NA,206904984,1
"20761","chr1","TRAF3IP3",209760557,4
"20762","chr1","TRAF3IP3",209760920,1
"20764","chr1","TRAF3IP3",209760972,2
"20766","chr1","TRAF3IP3",209779640,3
"20767","chr1","TRAF3IP3",209782103,1
"20768","chr1","TRAF3IP3",209963219,1
"20769","chr1","UTP25",209851762,1
"20770","chr1",NA,211112526,1
"20771","chr1","PRELID1P5",211207988,33
"20773","chr1","ARPC3P2",211443069,1
"20774","chr1","DTL",212103019,1
"20775","chr1","TATDN3",212815309,3
"20776","chr1",NA,214428904,1
"20777","chr1","LYPLAL1",219212426,1
"20778","chr1","MORF4L1P1",220254709,119
"20779","chr1","MORF4L1P1",220255196,6
"20784","chr1","MORF4L1P1",220253604,1
"20787","chr1","MORF4L1P1",220255246,11
"20800","chr1","BROX",222712943,1
"20801","chr1","BROX",222713888,1
"20802","chr1",NA,223863642,10
"20803","chr1","FBXO28",224134363,1
"20804","chr1","DEGS1",224193424,3
"20805","chr1","DEGS1",224190050,1
"20807","chr1","SRP9",225790449,13
"20808","chr1","SRP9",225790479,9
"20809","chr1","SRP9",225789799,5
"20812","chr1","SRP9",225787583,2
"20813","chr1","SRP9",225794591,1
"20815","chr1","H3-3A",226071803,1289
"20816","chr1","H3-3A",226071979,2291
"20866","chr1","H3-3A",226071655,24
"20924","chr1","H3-3A",226071548,7
"21469","chr1","H3-3A",226097520,1
"21497","chr1",NA,226812093,1
"21498","chr1","ARF1",228098251,3
"21499","chr1","GUK1",228148934,3
"21500","chr1","LOC644006",231024199,2
"21501","chr1","TSNAX-DISC1",231565745,1
"21502","chr1","NTPCR",232978419,5
"21504","chr1","NTPCR",232978783,34
"21508","chr1","NTPCR",232978458,7
"21509","chr1","COA6",234384028,10
"21512","chr1","COA6",234384074,3
"21514","chr1","LINC01132",234724256,1
"21515","chr1","GGPS1",235350248,1
"21516","chr1","GGPS1",235342605,2
"21517","chr1","EDARADD",236483339,9
"21518","chr1","LGALS8",236550865,2
"21519","chr1","LOC124904563",236981534,5
"21520","chr1","LOC124904563",236981726,33
"21527","chr1","HNRNPA1P42",240920954,3
"21528","chr1","EXO1",241889940,1
"21529","chr1","COX20",244843297,47
"21533","chr1","COX20",244843264,18
"21536","chr1","EFCAB2",245087834,1
"21537","chr1","CNST",246591988,2
"21539","chr1",NA,246868958,1
"21540","chr1",NA,247174318,1
"21541","chr1",NA,247186930,1
"21542","chr1","PGBD2",248937113,6
"21543","chr1","RPL23AP25",248937325,1
"21544","chr1","RPL23AP25",248937113,6
"21545","chr1","RPL23AP25",248937304,1
"21547","chr2","ACP1",278260,90
"21552","chr2","ACP1",277493,5
"21561","chr2","ACP1",278171,2
"21564","chr2",NA,1781083,2
"21565","chr2","RNASEH1-DT",3561698,1
"21566","chr2","RPS7",3580865,217
"21570","chr2","RPS7",3580259,22
"21576","chr2","RPS7",3576526,1
"21585","chr2","RPS7",3575852,5
"21593","chr2","RPS7",3577764,4
"21595","chr2",NA,7730703,111
"21596","chr2","LINC01871",7730703,111
"21598","chr2","LINC01871",7731576,3
"21604","chr2","LINC01871",7751333,3
"21644","chr2","LINC01871",7731398,1
"21671","chr2","LINC01871",7731355,3
"21690","chr2","LINC01871",7760429,1
"21696","chr2","LINC01871",7730642,1
"21705","chr2",NA,7731355,3
"21706","chr2",NA,7731947,1
"21707","chr2",NA,7788620,1
"21708","chr2","SNRPEP5",8603510,79
"21713","chr2","SNRPEP5",8603448,2
"21719","chr2","ID2",8684442,12
"21720","chr2","ID2",8721598,1
"21722","chr2","ID2",8683817,2
"21727","chr2","RRM2",10129751,2
"21728","chr2","RRM2",10129784,3
"21730","chr2","GREB1",11584958,8
"21731","chr2","GREB1",11584910,5
"21734","chr2","LPIN1",11827397,2
"21735","chr2","MIR3681HG",12025058,7
"21736","chr2","MIR3681HG",12025171,2
"21737","chr2","DDX1",15631112,5
"21738","chr2","RPLP1P5",15870285,19
"21742","chr2",NA,20274975,5
"21744","chr2",NA,20823668,1
"21745","chr2","FAM228B",24102783,1
"21746","chr2","HMGN2P20",24331776,1
"21747","chr2","RPL36AP13",24335210,5
"21748","chr2",NA,24335210,5
"21749","chr2","CENPO",24819902,2
"21750","chr2","CENPO",24819328,1
"21751","chr2","HADHB",26350128,7
"21752","chr2","SELENOI",26390437,1
"21753","chr2","SLC35F6",26775216,1
"21754","chr2","TMEM214",27041536,1
"21755","chr2","KHK",27099988,1
"21756","chr2","ZNF512",27616316,1
"21757","chr2","GPN1",27651476,1
"21758","chr2","MRPL33",27805035,2
"21759","chr2","MRPL33",27779707,18
"21760","chr2","MRPL33",27779749,5
"21766","chr2","BABAM2",28129362,1
"21767","chr2","BABAM2",28338710,1
"21768","chr2","BABAM2",28055448,2
"21770","chr2","CLIP4",29156374,1
"21771","chr2","CLIP4",29182682,1
"21772","chr2","YPEL5",30160518,1
"21773","chr2","LBH",30257669,1
"21774","chr2",NA,32916619,7
"21775","chr2",NA,32916474,5
"21776","chr2","LOC105374455",33637801,4
"21778","chr2","CEBPZOS",37204745,48
"21779","chr2","CEBPZOS",37216540,2
"21790","chr2","NDUFAF7",37279534,1
"21791","chr2","RPLP0P6",38482921,18705
"21797","chr2","RPLP0P6",38485739,2
"21798","chr2","RPLP0P6",38488849,300
"21809","chr2","RPLP0P6",38482801,216
"21880","chr2","RPLP0P6",38504832,59
"22923","chr2","RPLP0P6",38507950,4
"23421","chr2","RPLP0P6",38525365,2
"24215","chr2","RPLP0P6",38481933,2
"25027","chr2","RPLP0P6",38482326,2
"26694","chr2","GALM",38733646,1
"26695","chr2","GEMIN6",38782001,7
"26696","chr2","SLC8A1-AS1",40255210,17
"26698","chr2","SLC8A1-AS1",40254558,7
"26704","chr2","SLC8A1-AS1",40043544,7
"26709","chr2","HNRNPA1P57",41157893,2
"26710","chr2","RPS13P3",42470283,2
"26711","chr2","RPS13P3",42470311,13
"26712","chr2","RPS13P3",42471186,2
"26713","chr2","DYNC2LI1",43805450,4
"26715","chr2","PPM1B",44234072,2
"26716","chr2","RPL12P19",44271149,30
"26718","chr2","RPL12P19",44270649,6
"26722","chr2","RPL12P19",44270904,4
"26731","chr2",NA,44977701,1
"26732","chr2","CRIPT",46624484,2
"26733","chr2","CRIPT",46624978,3
"26734","chr2","CRIPT",46624328,1
"26735","chr2","CRIPT",46624451,4
"26736","chr2","TTC7A",47076137,1
"26737","chr2","MSH2",47412456,6
"26738","chr2","MSH2",47410368,3
"26740","chr2","MSH2",47690895,5
"26741","chr2","MSH2",47691159,1
"26742","chr2","MSH2",47691281,1
"26743","chr2","FOXN2",48346536,1
"26744","chr2",NA,48437410,1
"26745","chr2","RPL7P13",49879450,23
"26748","chr2","CHAC2",53775138,3
"26749","chr2","CHAC2",53775177,4
"26750","chr2","ERLEC1",53826933,1
"26751","chr2","SPTBN1",54558888,1
"26752","chr2","SPTBN1",54669540,1
"26753","chr2",NA,55231269,1
"26754","chr2","RPS27A",55234945,3
"26755","chr2","RPS27A",55234180,18
"26756","chr2","RPS27A",55233398,24
"26759","chr2","RPS27A",55235479,11
"26760","chr2","RPS27A",55235587,216
"26764","chr2","RPS27A",55232875,2
"26770","chr2","RPS27A",55235865,1
"26779","chr2","RPS27A",55235635,5
"26831","chr2","RPS27A",55235550,9
"26841","chr2","REL",60881717,1
"26842","chr2",NA,60971210,1
"26843","chr2","PEX13",61048940,1
"26844","chr2","RPS24P7",61803534,2
"26845","chr2","COMMD1",62136071,4
"26847","chr2","RPSAP26",62147279,8847
"27197","chr2","RPSAP26",62146523,11
"27449","chr2","RPSAP26",62158899,3
"27572","chr2","RPSAP26",62146476,5
"28473","chr2",NA,62232372,1
"28474","chr2","MDH1",63607149,2
"28475","chr2","MDH1",63590539,1
"28476","chr2",NA,63622230,1
"28477","chr2",NA,63622439,1
"28478","chr2","RPL27P6",63684745,161
"28487","chr2","RPL27P6",63684488,2
"28488","chr2","RPL27P6",63684703,2
"28519","chr2","UGP2",63891549,3
"28520","chr2","UGP2",63891509,1
"28521","chr2","AFTPH",64552217,1
"28522","chr2","SLC1A4",65012911,16
"28526","chr2","VDAC2P5",65206257,31
"28532","chr2","ACTR2",65228021,1
"28533","chr2","ACTR2",65255617,1
"28534","chr2","PNO1",68175715,6
"28535","chr2","PNO1",68176105,1
"28536","chr2","ARHGAP25",68826834,28
"28547","chr2","ANXA4",69648843,1
"28548","chr2","ANXA4",69826450,1
"28549","chr2","ANXA4",69825832,1
"28550","chr2","GMCL1",69881382,1
"28551","chr2","SNRNP27",69905233,64
"28552","chr2","SNRNP27",69904635,1
"28556","chr2","SNRNP27",69905593,1
"28564","chr2","PCBP1",70089184,13
"28566","chr2","PCBP1",70089014,2
"28567","chr2",NA,70112968,1
"28568","chr2","HMGN2P21",70803524,1
"28569","chr2","NAGK",71078622,13
"28571","chr2",NA,71178896,4
"28572","chr2","CCT7",73252988,6
"28573","chr2","CCT7",73252945,1
"28574","chr2","CCT7",73253021,8
"28575","chr2","ALMS1",73597589,1
"28576","chr2","DGUOK",73958959,216
"28578","chr2","DGUOK",73958933,12
"28609","chr2",NA,74165244,1
"28610","chr2","MTHFD2",74215261,41
"28611","chr2","MTHFD2",74215297,109
"28624","chr2","MTHFD2",74215054,2
"28625","chr2","WDR54",74425159,1
"28626","chr2","WDR54",74425730,14
"28628","chr2","INO80B-WBP1",74457959,4
"28629","chr2","INO80B-WBP1",74460892,1
"28630","chr2","HTRA2",74533195,6
"28633","chr2","HTRA2",74533307,2
"28635","chr2","RPL38P2",77793082,5
"28636","chr2","DNAH6",84529604,1
"28637","chr2","DNAH6",84819576,1
"28638","chr2",NA,84845377,2
"28640","chr2","LOC105374837",84906650,6867
"28645","chr2","TMSB10",84906650,6867
"28681","chr2","TMSB10",84906612,81
"28683","chr2","TMSB10",84906578,15
"28848","chr2","TMSB10",84934135,26
"29133","chr2","TMSB10",84906513,4
"29593","chr2","TMSB10",84906076,15
"29885","chr2","TMSB10",84938576,1
"30793","chr2","TMSB10",84906682,2
"31020","chr2","RPS2P17",84916691,480
"31125","chr2","KCMF1",85053749,1
"31126","chr2","MAT2A",85544068,24
"31130","chr2","VAMP8",85582014,23
"31132","chr2","VAMP8",85581976,3
"31139","chr2","VAMP5",85593411,52
"31144","chr2","VAMP5",85593373,5
"31165","chr2","RNF181",85597544,36
"31170","chr2","RNF181",85597855,1
"31172","chr2","LOC105374842",85683290,9
"31175","chr2","LOC105374842",85684035,1
"31180","chr2",NA,85684249,1
"31181","chr2","GNLY",85698615,1
"31182","chr2","GNLY",85698759,2
"31184","chr2","MRPL35",86210807,2
"31185","chr2","RGPD1",87012663,33
"31186","chr2","RGPD1",87012790,1
"31197","chr2","CYTOR",87521490,8
"31198","chr2","CYTOR",87521265,1
"31199","chr2","CYTOR",87473672,1
"31200","chr2","CYTOR",87486356,1
"31201","chr2","CYTOR",87512100,1
"31202","chr2","CYTOR",87512774,3
"31203","chr2","CYTOR",87515647,1
"31204","chr2","NCAL1",87570459,1
"31205","chr2","NCAL1",87739243,10
"31207","chr2",NA,87805577,1
"31208","chr2","MTATP8P2",87825255,41
"31209","chr2","MTATP8P2",87825348,9
"31210","chr2","WBP1P2",87973696,29
"31217","chr2","LOC105374852",88021721,2
"31218","chr2","ANKRD36BP2",88766921,1
"31219","chr2","RPS24P6",94912914,2
"31220","chr2","MAL",95053981,2
"31222","chr2","LOC105373488",95076252,21
"31228","chr2","LOC105373488",95076377,1
"31234","chr2","ZNF2",95184276,1
"31235","chr2","ITPRIPL1",96328328,1
"31236","chr2","NCAPH",96373845,19
"31245","chr2",NA,96501201,1
"31246","chr2","ANKRD36",97118962,1
"31247","chr2","ANKRD36",97118929,4
"31248","chr2","LOC100506076",97285459,2
"31249","chr2",NA,97492444,1
"31250","chr2","COX5B",97648150,1
"31251","chr2","COX5B",97648178,73
"31256","chr2","COX5B",97756308,1
"31271","chr2","ZAP70",97740523,1
"31272","chr2","HMGN1P36",97828347,166
"31306","chr2","INPP4A",98590698,1
"31307","chr2","SMC3P1",99103083,1
"31308","chr2","MRPL30",99196972,1
"31309","chr2",NA,99406825,1
"31310","chr2","PDCL3",100576726,5
"31311","chr2","PDCL3",100576553,1
"31312","chr2","PDCL3",100576621,3
"31313","chr2","RPL31",101006438,427
"31314","chr2","RPL31",101006386,692
"31328","chr2","RPL31",101006071,107
"31331","chr2","RPL31",101005993,5
"31337","chr2","RPL31",101058765,80
"31352","chr2","RPL31",101006037,12
"31365","chr2","RPL31",101063780,3
"31382","chr2","RPL31",101049756,3
"31391","chr2","RPL31",101006134,6
"31573","chr2","RPL31",101004212,7
"31578","chr2","CNOT11",101262680,1
"31579","chr2","CNOT11",101270305,1
"31580","chr2",NA,101571233,1
"31581","chr2",NA,101689222,1
"31582","chr2","MAP4K4",101725415,1
"31583","chr2","MAP4K4",101866572,1
"31584","chr2","TMEM182",102775287,1
"31585","chr2","MRPS9",105099961,15
"31586","chr2","MRPS9",105099937,2
"31587","chr2","C2orf49",105345826,1
"31588","chr2","C2orf49",105343151,1
"31589","chr2","RPL22P10",106247797,4
"31590","chr2","RPL22P10",106247636,2
"31591","chr2","CD8B2",106507657,19
"31596","chr2","RGPD4",107890842,3
"31597","chr2","RGPD4",107892542,4
"31598","chr2","GCC2",108509399,5
"31601","chr2","LIMS1",108662803,1
"31602","chr2","LIMS1",108687247,4
"31604","chr2","RANBP2",108876590,2
"31605","chr2","RANBP2",109251768,1133
"31766","chr2","RANBP2",109855983,3
"31767","chr2","RGPD5",109857684,5
"31769","chr2","LIMS3-LOC440895",109925626,4
"31771","chr2",NA,110556712,1
"31772","chr2","ACOXL",110967894,1
"31773","chr2",NA,111441245,1
"31774","chr2",NA,111482735,4
"31775","chr2",NA,111471996,1
"31777","chr2",NA,111472296,14
"31780","chr2",NA,111480108,14
"31787","chr2",NA,111482513,1
"31788","chr2",NA,111472711,2
"31789","chr2","SOCAR",111510979,3
"31791","chr2",NA,111528461,1
"31792","chr2","FBLN7",112188164,1
"31793","chr2","FBLN7",112187692,1
"31794","chr2","FBLN7",112220838,1
"31795","chr2","FBLN7",112221132,1
"31796","chr2",NA,112411286,1
"31797","chr2","CHCHD5",112589013,12
"31801","chr2","SLC20A1",112663806,1
"31802","chr2","LOC102724955",112679926,1
"31803","chr2",NA,112774870,1
"31804","chr2","IL1RN",113120254,1
"31805","chr2","PSD4",113203238,1
"31806","chr2","LINC02966",113396041,1
"31807","chr2","ZNG1B",113444012,344
"31814","chr2","ZNG1B",113495789,107
"31823","chr2","ZNG1B",113496159,20
"31824","chr2","ZNG1B",113469841,7
"31845","chr2","ZNG1B",113443875,1
"31858","chr2","WASH2P",113589222,11
"31859","chr2","WASH2P",113599037,18
"31865","chr2","SNRPA1P1",113658909,143
"31878","chr2","ACTR3",113957627,1
"31879","chr2","DDX18",117825891,1
"31880","chr2","DBI",119372294,2
"31881","chr2","DBI",119372530,13
"31882","chr2","RALB",120289648,1
"31883","chr2","NIFK-AS1",121651210,2
"31884","chr2","TSN",121766138,2
"31886","chr2","TSN",121767487,1
"31887","chr2",NA,122702927,13
"31888","chr2","GYPC",126717757,1
"31889","chr2",NA,127279335,1
"31890","chr2","UGGT1",128193289,1
"31891","chr2","MZT2B",130190712,30
"31894","chr2","MZT2B",130204546,1
"31895","chr2","MZT2B",130204793,19
"31913","chr2","RPL19P4",130293915,2
"31914","chr2","IMP4",130346388,1
"31915","chr2",NA,130396940,1
"31916","chr2",NA,130657877,1
"31917","chr2","CCNT2",134919845,1
"31918","chr2","CCNT2",134957399,2
"31919","chr2","RAB3GAP1",135111176,2
"31921","chr2","R3HDM1",135600056,1
"31922","chr2",NA,136078520,3
"31923","chr2",NA,136198852,1
"31924","chr2",NA,141593749,10
"31925","chr2","ARHGAP15",143228669,1
"31926","chr2","ARHGAP15",143769104,2
"31927","chr2","ARHGAP15",143813832,1
"31928","chr2","ARHGAP15",143768340,3
"31930","chr2","ARHGAP15",143136107,1
"31931","chr2","MBD5",148094336,1
"31932","chr2","RPS29P8",148595376,6
"31933","chr2","RPS29P8",148595404,5
"31934","chr2",NA,149587720,1
"31935","chr2",NA,151321315,1
"31936","chr2","RIF1",151477326,1
"31937","chr2","ARL6IP6",152760762,11
"31939","chr2","LINC01958",156710975,1
"31940","chr2","TANC1",159004452,82
"31942","chr2","TANC1",159004726,88
"31950","chr2","TANC1",159003958,2
"31973","chr2","MARCHF7",159768584,2
"31974","chr2","TANK",161161684,2
"31975","chr2","TANK",161204962,6
"31977","chr2","PSMD14",161411692,5
"31978","chr2","PSMD14",161411397,3
"31979","chr2",NA,162011935,1
"31980","chr2",NA,162077925,1
"31981","chr2","LOC101929532",162144242,4
"31982","chr2","LOC101929532",162161569,2
"31986","chr2","LOC101929532",162122428,1
